month,day,year,date,prop_letter,ballot_subject,type_of_measure,description,pass_or_fail,vote_counts,percent_vote,percent_required_to_pass,measure_placed_on_ballot_by,pdf_available
November,2,1993,02-Nov-93,Y,Taxi Permits,Ordinance,"Shall City law regulating taxicabs be amended to: (1) increase the total number of taxicab permits from 811 to 1,200 by 1998, (2) create three types of permits, (3) change procedures for issuing permits after 1999, and (4) allow persons driving pursuant to agreement with permit holder to choose whether to work as employees or independent contractors?",F,"Yes: 63,702  /  No: 75,687",Yes: 45.7%  /  No: 54.2%,50%+1,Mayor,November2_1993short
November,2,1993,02-Nov-93,Z,Garbage and Recyclables,Ordinance,"Shall the ordinance regulating refuse collection be repealed, and replaced by an ordinance that would (1) create a new commission to award contracts for collection of garbage and residential recyclables through competitive bidding, and (2) allow all businesses to contract with licensed recyclers for collection of recyclables?",F,"Yes: 33,682  /  No: 108,860",Yes: 23.6%  /  No: 76.3%,50%+1,Initiative,November2_1993short
June,7,1994,07-Jun-94,A,"School Bonds $95,000,000",Bond Issue,"To incur a bonded indebtedness of $95,000,000 for the acquisition, construction and/or reconstruction of San Francisco Unified School District facilities, including facility upgrades, construction of new improvements, improvements to comply with the American Disabilities Act, removal and abatement of certain hazardous materials and related acquisition, construction or reconstruction necessary or convenient for the foregoing purposes.",P,"Yes: 82,336  /  No: 38,023",Yes: 68.4%  /  No: 31.5%,55%,Supervisors,June7_1994short
June,7,1994,07-Jun-94,B,911 Dispatch Center Financing,Lease Financing,"Shall the City enter into lease financing arrangements with the City and County of San Francisco Lease Finance Corporation, or a similar nonprofit corporation, the obligations or evidence of indebtedness with respect to which shall not exceed the aggregate principal amount of Sixty Million dollars ($60,000,000), for the purpose of constructing a combined dispatch center and acquiring related equipment, including a computer-aided dispatch system, for police, fire and emergency medical services?",P,"Yes: 74,325  /  No: 38,713",Yes: 65.7%  /  No: 34.2%,50%+1,Supervisors,June7_1994short
June,7,1994,07-Jun-94,C,Lease Finance Limit Increase,Charter Amendment,"Shall the City's aggregate principal debt limit for the lease financing of equipment without voter approval be increased from $20,000,000 to $40,000,000, with the limit thereafter increased by five percent each year?",F,"Yes: 37,243  /  No: 71,581",Yes: 34.2%  /  No: 65.7%,50%+1,Supervisors,June7_1994short
June,7,1994,07-Jun-94,D,Police Staffing,Charter Amendment,"Shall the City be required to employ a minimum of 1,971 full duty police officers, with an emphasis on assigning officers to neighborhood policing and patrol?",P,"Yes: 62,414  /  No: 55,232",Yes: 53.0%  /  No: 46.9%,50%+1,Supervisors,June7_1994short
June,7,1994,07-Jun-94,E,"Library Fund, Property Tax Revenues",Charter Amendment,"Shall the City be required to maintain funding for the Library Department at a level no lower than that for 1992-93 fiscal year, and to establish a Library Preservation Fund, to be used only for additional library services, by placing a certain amount of property tax revenues in that fund annually, and shall the City be required to keep open a main and 26 branch libraries for a specified minimum number of hours each week?",P,"Yes: 82,860  /  No: 35,800",Yes: 69.8%  /  No: 30.1%,50%+1,Initiative,June7_1994short
June,7,1994,07-Jun-94,F,Employment after Retirement,Charter Amendment,"Shall retired City employees, who have special skills or knowledge, be allowed to return to work for the City for no more than 120 days or 960 hours each year and continue to receive retirement benefits while working?",P,"Yes: 59,085  /  No: 56,255",Yes: 51.2%  /  No: 48.7%,50%+1,Supervisors,June7_1994short
June,7,1994,07-Jun-94,G,Mission-Driven Budgeting,Charter Amendment,Shall the City's current line-item budget process be replaced with a mission-driven budget process?,P,"Yes: 60,296  /  No: 40,748",Yes: 59.6%  /  No: 40.3%,50%+1,Supervisors,June7_1994short
June,7,1994,07-Jun-94,H,Airport Bay Area Rapid Transit (BART) Station,Ordinance,"Shall the City be required to select the site for the Airport BART station that is the most cost-effective, convenient and safest, as defined by the measure, without raising city taxes or diverting City funds from police, fire, public health or library programs?",F,"Yes: 47,711  /  No: 68,004",Yes: 41.2%  /  No: 58.7%,50%+1,Supervisors,June7_1994short
June,7,1994,07-Jun-94,I,Bay Area Rapid Transit (BART) to the Airport,Ordinance,"Shall the City be required to take all actions necessary to extend BART service into the Airport terminal area, and shall the Airports Commission be required to take all appropriate actions to generate the revenue necessary for this BART extension, which shall first include using any available Airport, regional, state and federal funds, and if necessary, adopting a passenger facility charge, if approved by the federal government?",P,"Yes: 75,844  /  No: 43,634",Yes: 63.4%  /  No: 36.5%,50%+1,Initiative,June7_1994short
June,7,1994,07-Jun-94,J,ATM Area,Ordinance,"Shall persons be prohibited from loitering or lingering within thirty feet of a cash dispensing machine (""ATM"") for more than one minute, while another person is using the ATM?",P,"Yes: 69,432  /  No: 50,521",Yes: 57.8%  /  No: 42.1%,50%+1,Mayor,June7_1994short
June,7,1994,07-Jun-94,K,Low-Income Rental Housing,Policy Declaration,"Shall public or private sponsors, with financial assistance from a state public body, be authorized to develop, construct and/or acquire low-rent housing developments with the City and County of San Francisco to provide not more than 3,000 affordable rental units for living accommodations for persons and families of low income, including the elderly or disabled?",P,"Yes: 74,301  /  No: 40,737",Yes: 64.5%  /  No: 35.4%,50%+1,Mayor,June7_1994short
November,8,1994,08-Nov-94,A,"San Bruno Jail Bonds $195,600,000",Bond Issue,"To incur a bonded indebtedness of $195,600,000 to pay the cost of acquisition, construction and reconstruction of county correctional facilities to replace the existing San Bruno jail facilities, including replacement housing, administrative buildings, health clinics, training range, special housing units, health and safety improvements and renovation of certain improvements, and related acquisition, construction, or reconstruction necessary or convenient for the foregoing purposes.",P,"Yes: 114,022  /  No: 97,030",Yes: 54.0%  /  No: 45.9%,50%+1,Supervisors,November8_1994short
November,8,1994,08-Nov-94,B,"Old Main Library, Asian Art Museum Bonds $41,730,000",Bond Issue,"To incur a bonded indebtedness of $41,730,000 to pay the cost of construction and reconstruction of certain improvements to the Old Main Library, improvements necessary for relocating the Asian Art Museum to such location, asbestos abatement, historic preservation, improvements necessary to provide access to the disabled and for building code compliance, and related acquisition, construction and reconstruction necessary or convenient for the foregoing purposes.",P,"Yes: 155,878  /  No: 64,266",Yes: 70.8%  /  No: 29.1%,66 2/3%,Supervisors,November8_1994short
November,8,1994,08-Nov-94,C,"City Hall Improvement Bonds $38,350,000",Bond Issue,"To incur a bonded indebtedness of $38,350,000 to pay the cost of construction and reconstruction of certain improvements to City Hall, including life safety improvements, a providing access for the disabled, historic preservation, electrical power and systems upgrade, functional space conversions and provision of a childcare facility, and related acquisition, construction and reconstruction necessary or convenient for the foregoing purposes.",P,"Yes: 134,378  /  No: 73,776",Yes: 64.5%  /  No: 35.4%,50%+1,Supervisors,November8_1994short
November,8,1994,08-Nov-94,D,"Sewer Revenue Bonds $146,075,000",Bond Issue,"To issue revenue bonds in the principal amount of $146, 075,000 to provide funds for acquiring, construction, improving and financing additions, betterments and improvements to the existing municipal sewage treatment and disposal system, including, without limitation, flood control and major rehabilitation and upgrade of existing systems and facilities.",P,"Yes: 130,140  /  No: 74,381",Yes: 63.6%  /  No: 36.3%,50%+1,Supervisors,November8_1994short
November,8,1994,08-Nov-94,E,Commission on the Status of Women,Charter Amendment,"Shall the Commission on the Status of Women be placed in the Charter, and shall members of the Commission be removed only for official misconduct?",P,"Yes: 133,385  /  No: 66,217",Yes: 66.8%  /  No: 33.1%,50%+1,Supervisors,November8_1994short
November,8,1994,08-Nov-94,F,Collective Bargaining,Charter Amendment,"Shall wages, hours and most benefits and working conditions for miscellaneous City employees be set through collective bargaining, with disputes resolved on an issue by issue basis by an arbitration board, subject to review by a court?",P,"Yes: 153,785  /  No: 46,010",Yes: 76.9%  /  No: 23.0%,50%+1,Supervisors,November8_1994short
November,8,1994,08-Nov-94,G,Building Inspection Commission,Charter Amendment,"Shall the Bureau of Building Inspection, which is part of the Department of Public Works under the Chief Administrative Officer, be replaced by a new Building Inspection Department, governed by a seven-member commission, which would have the power to review decisions of certain City departments concerning building construction projects?",P,"Yes: 104,398  /  No: 90,742",Yes: 53.4%  /  No: 46.5%,50%+1,Initiative,November8_1994short
November,8,1994,08-Nov-94,H,Domestic Partner Retirement Benefits,Charter Amendment,"Shall a surviving domestic partner of a City employee be treated as a surviving spouse for the purpose of receiving retirement and health benefits, provided that the domestic partnership is registered with the Retirement Board at least one year before the employee's retirement?",P,"Yes: 123,558  /  No: 88,720",Yes: 58.2%  /  No: 41.7%,50%+1,Supervisors,November8_1994short
November,8,1994,08-Nov-94,I,Rent Control,Ordinance,"Shall the City's Rent Control Ordinance be extended to owner-occupied buildings containing four or fewer units, and shall any rent increases paid by tenants in such units after May 1 be refunded?",P,"Yes: 106,838  /  No: 102,840",Yes: 50.9%  /  No: 49.0%,50%+1,Initiative,November8_1994short
November,8,1994,08-Nov-94,J,Official Newspapers,Ordinance,"Shall the Purchaser's recommendation to the Board of Supervisors regarding the selection of an official newspaper be based on a number of specified factors, rather than solely on the lowest responsible bid?",P,"Yes: 107,305  /  No: 85,765",Yes: 55.5%  /  No: 44.4%,50%+1,Initiative,November8_1994short
November,8,1994,08-Nov-94,K,Collection of Garbage and Recycling,Ordinance,Shall the City's refuse ordinance be amended to (1) allow licensed recyclers to collect recyclables from businesses without a refuse permit; (2) require that future contracts for all refuse collection and recycling programs be competitively bid; and (3) add two residents to the Refuse Rate Board and require the Board to set rates for refuse collection from businesses?,F,"Yes: 72,926  /  No: 132,546",Yes: 35.4%  /  No: 64.5%,50%+1,Initiative,November8_1994short
November,8,1994,08-Nov-94,L,Elections Task Force,Ordinance,"Shall an Elections Task Force be created to prepare plans to provide a different method for electing the Board of Supervisors, which could be submitted to the voters at the November 1995 election, and shall $25,000 be appropriated for this purpose?",P,"Yes: 102,608  /  No: 93,087",Yes: 52.4%  /  No: 47.5%,50%+1,Supervisors,November8_1994short
